AT,V,AP,RH,PE
17.47,58.16,1016.36,82.26,468.4273377095018
22.25,43.79,1015.78,52.68,474.31313002398366
15.62,38.28,1014.5,77.01,479.7647407336152
9.26,40.78,1023.61,88.48,485.08318511198274
23.29,65.61,1014.81,70.27,462.0038187827568
16.33,42.44,1013.98,84.9,475.1327394289392
27.1,79.74,1005.43,86.05,444.340852517153
30.42,67.69,1006.23,54.19,445.0779458519677
23.54,41.1,1002.05,38.05,460.0828165873246
8.34,40.72,1023.62,83.75,494.6686320865367
14.87,54.3,1017.17,71.57,475.71998016119835
22.18,62.91,1012.14,68.86,463.82801759090864
23.47,65.61,1014.57,69.83,459.5438934835379
23.07,65.27,1013.24,58.38,456.5524721755422
13.08,41.74,1020.75,64.44,487.07121222194746
24.05,61.87,1009.64,54.54,453.8971733812867
21.08,63.13,1013.53,98.0,456.09107392530456
16.98,43.99,1021.65,81.17,469.98836229085197
21.38,49.21,1012.49,53.77,462.6866801214471
18.06,56.65,1020.2,81.59,470.0083834528104
8.85,40.43,1025.68,80.42,504.598270203674
28.91,70.72,1009.7,67.5,450.092545939801
6.93,40.67,1020.17,71.16,507.2804467716253
15.99,43.34,1014.2,78.66,478.15872327634366
28.02,68.08,1013.44,44.46,448.59593762717003
15.0,41.17,1015.57,64.82,480.9241920603305
18.2,45.01,1013.82,68.14,464.89626223290975
22.24,64.27,1012.97,89.54,454.9125558659396
13.29,71.14,1019.63,75.09,474.8598414219882
20.77,56.85,1012.4,83.63,454.79033712116217
14.56,40.89,1010.94,79.57,481.642360766465
19.18,65.06,1015.99,77.06,461.06748433009767
21.4,74.93,1014.58,80.85,446.4619832541549
19.79,64.45,1016.14,73.54,462.3386809180972
32.49,74.99,1002.19,34.58,444.55451372500715
21.81,43.77,1011.97,64.72,465.3861236045437
11.67,37.73,1021.2,68.88,485.33724092776055
19.08,58.59,1013.42,68.88,461.8055719582682
9.23,42.44,1014.34,94.2,494.6755408800053
32.48,69.75,1009.05,40.47,451.70736060213363
9.68,40.77,1022.04,85.23,484.7742600335814
25.82,66.49,1013.2,60.32,447.6219537714722
23.34,59.14,1017.47,78.91,452.1092862189028
25.42,75.6,1017.39,77.63,451.5655821660736
29.72,68.08,1010.72,53.46,441.43712590817324
20.96,69.48,1011.04,82.63,456.4398642605767
25.61,60.32,1015.77,56.48,457.36586300074
27.76,44.89,1009.4,50.15,454.26282198600416
23.86,59.21,1013.02,73.6,455.596794674271
6.03,41.17,1019.81,84.2,500.5271715366367
11.56,40.43,1025.48,74.75,502.1065893402119
17.74,50.88,1015.56,89.78,470.86559086501177
19.79,44.9,1008.66,72.68,466.5837876737562
24.89,66.49,1010.15,65.65,448.63178491443017
24.62,68.31,1010.45,75.18,460.9236329537949
20.15,49.5,1013.47,66.7,473.4959460685556
29.31,64.84,1010.49,53.97,454.6793822803149
29.91,74.9,1003.36,69.34,447.83717776499293
9.46,42.28,1008.67,78.16,493.8996369441708
19.08,44.63,1020.05,41.07,467.3247993489973
28.16,71.94,1007.69,68.17,444.54992662293023
12.8,41.16,1022.43,86.19,474.4672299236115
31.87,68.67,1005.64,48.85,448.9699445360141
19.94,65.46,1017.7,68.94,461.5058384039242
16.52,43.7,1015.08,58.36,479.32860326889465
21.54,58.49,1010.85,78.9,461.4814389403151
9.41,34.69,1027.02,78.91,493.55697796191373
13.72,45.09,1012.95,87.41,478.32904287879256
15.15,53.82,1016.34,62.59,473.94589339282965
15.65,43.5,1021.39,78.58,475.90087928472053
10.11,39.72,1019.1,69.68,489.130515266532
13.04,45.09,1013.0,87.68,478.80845502434005
22.56,48.92,1010.7,51.63,457.03586987142717
24.78,68.94,1007.29,70.56,447.4029052853183
19.46,60.07,1014.81,66.61,464.4154885452155
6.3,39.33,1010.63,94.26,502.9548920516458
19.69,39.72,1001.49,60.34,468.8550816147472
31.84,77.95,1014.9,55.35,446.23738397897085
12.21,40.64,1020.31,83.84,475.9373182198382
27.54,75.6,1018.26,57.89,453.7215478616391
26.31,77.95,1012.45,77.22,451.4358959449149
24.17,71.58,1010.16,89.96,447.84690381146174
28.69,58.33,1013.67,34.1,460.48059513920015
28.37,75.6,1017.48,55.19,449.6573131150078
22.89,73.11,1006.66,73.11,452.9687235255581
23.66,77.54,1008.5,85.32,447.92469601536516
16.3,38.73,1001.79,73.45,478.2074810416457
20.24,56.65,1020.72,62.9,468.202081057807
8.06,39.96,1024.23,94.48,487.2767899601143
29.39,71.14,1010.97,53.88,441.7097575207254
24.4,41.1,1002.14,38.75,464.02624066803435
26.09,49.3,1003.79,66.19,452.8529459688424
29.26,67.17,1006.6,70.58,448.8485397468518
28.21,70.8,1010.45,77.92,446.6449334800846
22.61,60.27,1018.81,83.27,454.8612431162528
12.25,44.58,1016.47,81.15,488.859572298669
14.38,40.71,1023.46,66.12,485.95955651597643
28.73,68.3,1016.53,55.73,447.45461248358924
11.74,40.71,1020.64,82.15,480.5585925876844
13.5,41.44,1015.72,68.36,484.150839160768
8.02,41.92,1029.8,92.05,480.0914700252216
9.33,36.3,1027.88,79.23,493.4255940616098
14.44,40.8,1025.05,56.59,483.30740757516776
14.93,39.16,1007.25,72.35,477.3755984286951
24.47,75.23,1012.43,75.25,453.06991951672404
10.77,44.78,1012.87,84.16,483.13372092916296
7.71,36.25,1027.92,89.84,492.94926432877367
25.18,65.06,1013.64,55.77,454.0183509677684
27.91,63.76,1010.27,65.67,447.68526663043775
3.6,35.19,1018.73,99.1,500.7980492096285
17.36,44.63,1020.49,54.21,468.5640935441607
13.78,39.85,1012.7,71.99,488.99325693840285
11.82,41.26,1020.74,91.14,477.6231864630352
7.33,41.16,1023.17,92.43,479.6912077008556
25.4,65.34,1013.11,53.93,458.97891507055397
27.16,59.87,1011.78,58.84,461.06435100508463
22.84,61.87,1010.63,51.67,454.34523398136537
9.89,40.64,1020.59,98.35,490.5342873716604
25.06,62.39,1008.09,82.56,449.97879866586953
27.09,73.5,1011.34,76.06,446.6297470184415
3.99,39.64,1011.53,83.58,502.91537852436704
14.66,41.92,1030.81,68.88,477.48292762511596
13.19,39.18,1023.67,66.78,481.033009515825
5.95,37.8,1022.03,67.97,492.17906270537287
26.39,66.49,1012.96,60.35,445.11856720419473
17.14,40.55,1000.05,71.41,473.4032972689746
29.27,66.85,1011.11,63.25,456.07591962903
14.05,39.59,1011.2,94.54,476.77656203188405
7.94,40.6,1015.3,92.14,498.8863003662223
22.59,60.32,1016.84,78.58,460.66889022359464
10.8,40.69,1014.3,87.44,490.45707407263865
28.88,73.68,1015.25,47.73,445.7554906785617
11.21,44.03,1007.95,93.03,485.7748877093576
26.3,69.05,1005.37,41.7,450.1338375681359
11.92,40.62,1015.91,55.4,476.99860429691233
7.01,37.8,1021.47,62.84,493.27643515912246
29.86,70.8,1010.22,70.36,449.3897705802472
26.1,63.56,1013.12,61.0,455.6129279079663
29.3,67.69,1007.17,55.5,443.1528015428759
20.35,68.61,1011.17,86.69,461.9884649936032
24.05,67.83,1009.35,63.8,455.2666354321794
8.48,36.18,1013.31,75.15,493.6294305415233
29.42,69.14,1007.32,75.04,450.6308665183554
10.31,44.63,1020.55,88.62,484.0287064091797
27.05,77.95,1009.57,76.56,446.8111422707218
11.28,43.41,1017.91,81.03,483.2109473520262
11.82,41.26,1020.74,91.14,480.05279535183917
14.54,41.16,1000.0,81.34,476.2526573577507
12.1,40.27,1005.53,68.37,489.35307581608737
18.44,39.72,1001.14,66.83,471.18820086075186
24.99,51.43,1006.95,79.63,453.4898600662089
10.03,43.72,1011.46,96.89,486.855530944128
20.25,58.59,1012.99,65.98,464.34030933371736
14.41,43.13,1016.32,59.55,479.97090571436325
23.1,66.05,1020.28,80.62,450.6518776228936
23.1,60.08,1017.69,65.44,464.4801439430009
26.16,59.87,1013.24,71.92,459.7374566518078
23.35,71.85,1009.32,73.48,452.17583658346314
20.36,66.05,1015.86,87.19,462.1907720693689
19.86,59.14,1016.12,69.32,462.9850813160538
26.26,63.73,1010.45,70.61,453.9685469525402
30.4,71.97,1008.42,76.28,443.0039580136202
22.2,63.94,1017.38,56.17,459.11977492023215
14.66,47.83,1006.15,91.98,475.0557545814759
18.28,44.71,1016.99,33.71,474.04932030443223
18.19,44.06,1017.24,78.73,468.4780520131762
24.32,58.79,1016.8,65.61,456.74587375861483
26.57,44.57,1007.76,50.39,459.1363802057849
18.4,50.16,1011.51,98.07,465.8076698956317
6.1,40.07,1020.21,67.24,506.1811184708292
18.92,44.06,1017.47,68.75,467.11531969610365
26.38,71.58,1011.02,80.9,447.11384570180326
24.16,66.05,1016.45,73.27,456.82853467443164
15.92,41.2,1016.04,73.37,481.2334781914791
31.13,64.05,1011.51,61.27,451.40872882255286
30.08,67.25,1017.57,47.77,445.2713378006933
24.01,65.46,1014.17,43.02,457.6608850320552
15.5,49.25,1021.41,77.92,466.53353930524514
10.24,41.17,1019.73,82.04,492.2496344208031
24.82,59.27,1012.76,72.34,455.11654633878686
11.31,39.61,1018.74,68.9,485.91979876416076
14.94,41.35,1004.82,98.04,477.8410305979535
33.59,79.05,1007.79,63.55,450.0029004135556
18.23,45.01,1012.24,73.86,468.0728988438682
21.74,60.27,1015.82,88.96,453.85948398067217
28.95,66.75,1018.22,60.48,443.8488062307248
24.32,58.79,1016.8,65.61,455.5254243300029
27.38,70.04,1011.18,72.26,441.6222776548288
22.41,70.98,1005.67,95.03,455.23331431326653
28.75,64.84,1009.61,58.24,454.75168951999166
25.2,61.08,1013.04,74.28,457.3813748696261
24.32,59.14,1017.46,80.14,450.5211637833757
26.63,43.77,1011.33,49.3,453.6037729488589
32.88,72.29,1008.5,62.74,445.44541452477404
12.88,44.71,1018.73,51.95,480.4497583389105
5.86,40.62,1017.03,85.06,492.5881189117713
22.71,75.23,1010.48,76.86,455.2999873681246
28.83,71.32,1006.28,75.65,450.0751833949125
28.43,63.31,1013.44,49.99,443.9803631300295
13.34,40.83,1008.09,85.85,485.07611103291083
4.59,39.33,1010.85,71.78,508.3511676891737
12.52,42.34,1018.67,95.29,475.67328321463685
23.38,48.78,1019.03,78.69,458.88524985728986
16.98,43.7,1015.07,53.51,476.44075315122933
24.6,75.23,1012.04,76.77,445.1315893704338
8.47,40.46,1019.87,78.19,490.0298859654519
24.03,62.44,1010.96,79.88,445.0644605602681
7.47,40.64,1020.47,94.8,490.4212594248795
24.05,64.69,1006.63,69.2,450.5080655842885
8.46,39.42,1025.05,69.36,487.68860216193804
22.25,66.54,1004.64,89.15,449.2538195958232
7.19,39.4,1011.45,90.65,494.5795186850124
13.57,42.99,1007.51,88.95,484.6814645690831
21.94,50.32,1008.44,86.98,456.4590721475964
7.28,40.67,1020.16,72.7,506.0499020281434
24.96,65.18,1012.68,76.19,446.80054272057436
28.37,68.12,1012.41,45.87,447.76948646060373
15.11,40.71,1017.96,69.31,476.9499711478528
13.09,43.02,1013.17,46.73,481.5232454583105
27.32,66.54,1004.95,72.58,442.1658233778448
26.45,75.6,1017.42,74.5,446.7171727229611
10.27,41.44,1017.04,77.09,491.1117537956082
26.59,69.13,1009.27,73.96,443.0831090146552
20.56,43.79,1015.85,45.7,472.08002771626695
5.0,40.64,1021.05,94.84,497.15506683597334
13.67,38.53,1009.3,81.85,482.174342924026
23.04,63.86,1019.83,59.78,456.9698769614996
32.66,73.68,1014.64,40.88,437.154654815828
24.27,74.93,1012.73,73.81,456.6077100264233
24.29,62.91,1013.04,65.85,453.031055643476
31.19,68.3,1014.86,39.1,443.0076660315646
27.06,64.45,1008.72,54.21,456.381392317911
32.0,65.74,1011.22,46.16,451.8572080352951
19.08,46.93,1010.6,75.21,464.25817293291664
16.96,44.9,1020.5,77.53,471.6320682418648
13.98,41.79,1010.6,83.84,470.0311135405197
22.57,68.3,1017.43,87.69,453.38068186110536
26.91,61.5,1009.47,55.26,447.90717447680015
22.43,63.76,1009.84,75.27,455.67319236304
24.19,50.23,1015.73,59.77,469.48352617216193
24.22,62.08,1022.53,60.79,460.7504038445095
30.08,67.25,1017.57,47.77,444.98838873325263
19.66,45.01,1014.42,60.14,465.10232140307113
12.52,41.44,1016.08,68.94,489.08234298788557
19.5,40.79,1003.8,89.45,470.1885420966937
32.89,73.68,1014.45,52.34,440.1068362188595
6.33,42.07,1004.25,77.1,496.06796135907996
15.3,43.67,1011.75,95.31,479.90594388508345
26.94,73.21,1002.83,91.25,442.37467930155884
25.08,51.43,1011.8,71.98,457.8893050106563
10.33,44.92,1025.34,85.67,489.61518786171774
7.24,39.04,1019.0,68.69,497.2662007477743
30.51,60.75,1009.86,51.0,447.9634076709167
23.84,59.87,1019.11,59.59,454.33247267389504
14.76,40.71,1017.37,71.07,479.32696648131815
29.6,71.58,1010.34,52.56,446.0202366554971
26.17,58.86,1014.52,51.28,454.9491210941623
13.18,40.73,1017.62,94.4,478.01953163820747
14.3,41.93,1020.6,65.38,483.4922957389584
7.0,36.24,1013.15,89.64,495.8956025339934
19.41,46.63,1013.23,86.28,466.39992895397535
22.32,48.41,1008.68,79.11,458.56027618535234
12.74,44.03,1007.62,97.64,477.95509884179563
14.4,40.2,1013.04,90.5,476.34668089814494
31.16,67.45,1014.69,32.25,439.3046396248297
8.9,40.77,1011.67,90.26,492.82063384640503
20.74,58.2,1017.54,70.66,462.8372799493167
7.41,40.81,1026.15,88.96,500.79339073525114
25.67,68.3,1017.16,74.19,450.2633414175135
25.55,58.95,1017.12,51.84,454.34128393724257
29.27,69.89,1015.21,67.16,437.57697692012044
21.83,41.1,1001.91,41.79,466.569451865203
17.66,60.08,1017.22,86.96,469.5517590460681
26.25,66.56,1008.29,60.65,448.7305783799072
5.98,39.61,1017.27,84.86,496.8704042341996
32.32,67.9,1006.08,37.93,440.8519635722039
24.44,59.14,1016.74,71.82,456.2554981454216
13.98,40.71,1022.72,71.83,486.90301651278435
23.77,59.21,1011.97,80.08,451.63127465945763
25.09,65.38,1009.99,54.28,465.7112574360149
22.38,63.31,1014.76,73.8,453.3772493683857
14.33,43.41,1015.43,55.4,474.3917333161202
23.73,59.15,1014.08,62.65,456.8446405977414
6.71,39.37,1020.28,71.15,498.6860467771237
24.74,69.13,1010.69,90.08,444.4759729398645
27.58,78.05,1010.83,94.98,444.3384112307769
25.44,66.54,1011.9,56.76,452.12342967824384
27.25,50.05,1006.53,60.64,451.7142660682151
9.55,40.67,1018.56,70.72,498.9850636765567
21.9,55.5,1018.85,60.27,468.0350659278824
11.93,41.38,1021.76,57.63,488.21789446367285
14.48,38.92,1015.6,90.05,481.3655978354728
19.68,44.34,1019.49,49.5,480.9128272994205
24.32,66.25,1009.09,91.89,457.7017110336155
26.13,71.25,999.8,88.47,443.3165463467354
24.04,51.95,1006.13,73.92,463.9644313475464
20.03,66.86,1013.05,64.59,464.0686709439795
12.63,41.48,1009.61,87.69,470.8055266813318
22.6,69.84,1006.37,79.59,447.14120143549036
21.7,60.77,1018.07,88.15,456.6962925057542
9.68,40.77,1022.04,85.23,486.1601524336322
29.64,69.51,1012.13,44.65,441.3685139364949
20.28,57.25,1010.12,88.42,462.96093244173005
26.16,52.36,1013.62,58.52,463.10870504225335
8.47,42.02,1005.37,92.73,489.84814204994615
10.82,41.55,1004.55,65.14,486.8888348292477
19.14,56.65,1020.84,82.97,470.09200002329453
7.49,39.81,1019.03,87.29,496.210030401602
25.65,69.45,1013.95,50.42,447.31917316613334
24.67,61.5,1009.06,72.77,449.37280461285235
31.39,69.59,1008.28,62.86,447.2150772648733
31.02,70.4,1006.24,77.86,444.4494011670269
24.56,66.75,1018.5,77.47,447.99745464137453
23.93,68.28,1005.16,69.91,457.8691470484339
28.39,51.43,1011.74,47.54,462.6427027377998
30.54,70.17,999.42,64.32,448.2336586478991
13.39,44.58,1016.5,79.26,486.33426350039184
24.78,66.49,1010.55,68.12,449.8770050175258
8.35,42.85,1010.46,90.13,496.2137667843183
26.85,74.16,1008.66,93.8,443.6678750093303
23.72,58.62,1016.32,71.17,461.40922498437465
26.85,74.16,1008.66,93.8,443.5170962759325
26.05,46.21,1011.31,55.25,462.7680176916786
19.88,47.03,1012.27,91.99,469.31468953317824
17.47,43.56,1014.15,54.71,472.5985100039187
20.42,45.01,1012.23,66.5,463.05916602889783
19.81,56.65,1020.62,67.99,469.7874310226597
24.43,58.95,1017.18,57.73,453.3018426451947
23.6,48.98,1015.41,48.28,460.471229134085
16.03,65.46,1013.96,87.56,467.3992412302543
21.22,59.15,1014.68,59.71,462.9556985098697
10.68,38.38,1020.79,72.33,487.3928993615588
19.69,56.65,1020.84,72.14,466.2676000195736
12.08,40.24,1016.63,92.32,485.91145938560896
8.22,41.03,1021.76,82.97,497.92074067609536
15.63,37.87,1020.4,74.77,477.3051410933078
29.01,66.44,1011.21,71.56,443.35719513511594
27.06,64.45,1008.72,54.21,455.853449794106
26.12,49.02,1008.63,72.04,450.9962174996954
25.85,75.08,1006.24,57.73,458.96255881628565
23.39,68.51,1013.09,78.6,450.28714230914926
11.48,37.92,1008.47,70.55,484.3821198451721
23.45,45.61,1012.84,73.42,468.3124564084469
24.68,48.06,1013.83,54.97,460.6171731294269
27.49,63.78,1015.43,47.45,460.10433217018107
9.72,43.41,1016.25,76.39,485.8153898561026
21.34,48.06,1014.49,63.23,470.3213085306371
21.75,67.45,1014.89,67.09,456.4362116931837
27.11,48.6,1002.78,53.39,450.28990557216173
22.53,58.62,1016.28,72.78,460.3922293136636
30.34,71.25,1000.94,67.29,443.52902909297416
29.24,64.33,1011.49,65.08,451.781683405074
18.22,58.2,1017.09,81.92,462.1024352891105
11.42,41.38,1021.98,60.19,492.24519953997634
30.53,65.18,1012.69,41.85,450.6857664140109
18.12,58.95,1017.82,86.16,460.45095763963235
28.63,66.56,1005.88,64.73,438.9828600106855
23.24,51.95,1006.21,78.08,460.77859166547864
28.25,71.77,1006.36,67.03,441.06284803224645
30.03,68.84,1011.41,53.82,452.38650704601577
26.91,70.02,1010.75,59.48,456.61853454983344
28.44,77.54,1011.73,77.3,443.2605089105397
9.75,35.76,1019.88,62.31,485.6189355223835
28.02,68.08,1013.44,44.46,449.01542610550314
33.45,73.88,1006.23,44.14,447.95107564168364
28.6,61.86,1011.86,62.13,451.0909510659372
25.87,44.57,1007.43,55.92,459.2864582910077
24.73,69.05,1003.25,66.44,451.30926803032446
10.58,41.49,1020.43,91.9,484.19645216168055
25.57,66.54,1005.22,83.48,443.6870476539169
3.0,39.64,1011.0,80.14,497.3098014735879
11.6,39.96,1011.65,80.79,485.69889755432257
13.07,42.18,1014.98,87.77,475.1180994080205
23.37,70.94,1008.01,81.28,452.9404513048118
20.1,57.17,1011.96,87.68,465.3925937999112
15.97,45.01,1016.58,83.24,468.4872814625791
8.66,41.01,1022.51,98.55,483.9482465233282
22.56,48.92,1010.7,51.63,456.62499195490403
20.62,48.41,1007.37,87.51,458.0287003094811
26.31,52.09,1013.39,53.59,461.0171450903272
26.87,74.99,1002.48,71.91,450.20205638621405
21.08,70.32,1011.39,88.79,452.5328447275264
19.94,44.9,1008.52,74.69,471.9588381934144
9.26,40.11,1024.38,74.82,472.67994416813787
24.95,76.16,1006.2,76.16,449.5929603203294
30.83,77.3,1001.7,57.85,447.4303187963303
15.29,41.35,1006.32,82.56,480.14964119822014
12.21,44.34,1017.98,86.17,488.1134054843562
17.83,66.86,1011.65,77.31,469.72750389788064
16.07,47.83,1006.99,86.49,469.91882701369315
18.11,52.08,1002.51,100.09,462.56886218375433
24.79,67.83,1009.32,61.46,449.17489336536977
9.64,39.35,1015.1,91.76,491.0487996490691
23.15,58.79,1011.11,82.49,459.1350330060491
5.37,38.68,1017.76,76.48,500.6404907322634
15.25,41.17,1016.0,62.05,481.8459222749375
8.27,39.64,1011.0,84.64,491.333719086393
28.82,71.43,1011.51,58.58,456.40171668414115
9.62,41.01,1019.43,97.99,479.6367250211477
25.37,58.33,1013.49,51.42,456.1792350805529
23.43,60.32,1015.34,69.34,458.27140573456506
30.92,78.05,1011.0,59.62,448.66188012101514
27.61,49.16,1005.01,35.63,454.1141970577778
23.15,58.79,1011.11,82.49,460.00083063372114
9.33,42.49,1008.93,82.59,488.4942376620893
18.93,48.6,1005.72,84.92,463.4280418052683
18.32,42.28,1007.86,45.62,474.1884941739962
27.92,68.12,1011.54,49.8,449.13535512720773
13.66,41.67,1013.43,80.56,480.51806665347334
23.97,68.67,1006.63,76.83,453.92563444269064
13.7,43.22,1012.01,71.57,476.7673382798465
14.79,44.06,1018.53,74.79,478.51809345966836
29.65,71.25,1001.07,73.97,441.8667462038866
24.97,63.86,1018.64,52.01,455.81800325657997
24.31,67.79,1010.64,76.15,458.16057736760763
19.11,50.16,1010.88,100.09,462.5546588133233
13.72,44.47,1027.2,68.89,481.52427573076494
13.7,34.03,1018.82,69.07,481.16142403217003
26.46,61.41,1012.41,56.58,462.78504956176636
15.24,44.45,1020.56,66.13,475.1385224311484
28.41,66.91,1008.22,57.93,452.62754137365096
27.53,67.83,1009.4,53.73,441.3824301131415
8.82,43.56,1014.95,81.54,495.27378842413407
29.1,50.05,1005.87,51.53,453.1054600472686
11.15,41.26,1022.67,81.83,486.22345356911313
25.89,59.22,1013.4,80.17,456.2896790293245
26.63,43.77,1011.33,49.3,453.32345833512034
20.73,69.94,1009.9,82.12,458.46584272754234
24.14,63.21,1012.28,89.08,455.17660287901776
14.87,54.3,1017.17,71.57,476.1798813105233
27.06,77.17,1008.71,90.6,442.78401142844393
8.03,37.8,1020.47,60.67,492.65745360281255
18.6,60.1,1009.91,87.13,465.9600320875665
23.95,58.46,1017.5,68.46,454.3767903852446
24.44,47.93,1003.13,67.04,453.18017012199533
31.61,69.04,1008.11,47.96,451.39666783745247
10.53,40.64,1020.62,98.43,489.70324473664107
21.31,58.05,1012.94,88.39,459.2429933416528
13.08,44.9,1020.47,86.46,482.4516359983305
17.75,49.78,1004.49,100.09,463.4352926698941
13.56,40.8,1024.8,63.6,486.4732063981044
23.27,64.69,1006.84,70.53,450.00946214831225
28.67,69.14,1008.24,72.68,445.31232651838286
21.87,69.45,1014.04,71.19,451.67676881625397
24.29,62.91,1013.04,65.85,453.41879020623566
7.8,39.04,1018.46,66.5,494.00408571579715
14.43,43.5,1021.86,83.14,479.1918169146825
14.89,35.71,1015.1,55.11,481.2807617986691
26.69,59.21,1012.55,57.59,448.53202255863334
14.65,35.4,1016.16,60.26,481.7380882175023
22.4,68.31,1009.52,83.5,458.75234306332703
31.2,73.17,1010.28,53.23,444.35981955747496
13.75,40.89,1011.21,82.8,484.991061128348
12.82,48.14,1017.47,81.45,480.71974425140036
19.45,46.33,1013.39,99.52,465.11322932165496
11.31,42.02,1001.18,94.86,483.08506615882624
10.62,39.58,1011.9,87.85,491.27084328201653
14.49,42.86,1013.94,88.2,480.96818957619166
22.04,59.14,1017.34,84.75,454.12282276258486
20.69,50.78,1008.71,91.95,461.24121034577837
22.78,49.16,1002.29,64.28,456.6605535976146
8.44,41.17,1019.9,70.72,498.58453154028814
25.6,59.15,1013.31,67.02,453.8890603100762
3.95,35.47,1017.36,84.88,499.86407605008407
19.82,57.85,1011.58,97.23,460.56452747131243
30.2,56.9,1006.89,42.69,448.85546024082237
8.36,40.67,1014.99,73.65,503.77951100756724
10.45,40.0,1019.01,89.01,478.40477611441435
28.05,70.36,1006.73,64.42,444.7910804464466
28.35,70.32,1009.22,47.13,438.89479696422205
14.41,40.83,1009.82,80.43,482.1976963743998
21.28,44.05,1005.69,83.2,456.66779314831314
18.28,44.2,1018.83,52.88,469.5387603465301
21.83,57.85,1012.49,75.16,460.8117673092426
5.85,40.77,1022.44,84.77,494.0800243854605
24.74,59.39,1015.23,74.64,451.0908397287368
13.88,39.16,1010.8,75.69,474.92060096205483
21.44,50.78,1008.87,87.56,457.27771168077345
9.84,36.66,1026.7,70.02,489.3185439385968
11.33,41.16,1019.05,87.13,481.7238941653677
27.39,66.93,1017.16,53.75,453.0314358226197
19.68,56.65,1020.75,67.25,468.8271870009669
10.56,40.22,1005.08,89.71,488.8135456230828
11.17,39.72,1002.4,81.4,486.29490558267923
15.34,41.96,1012.08,100.12,482.3502310083407
18.16,39.99,1007.73,70.54,477.6726606714101
27.56,68.08,1010.8,59.18,444.7487481020948
22.26,60.77,1018.26,85.94,453.6371894780377
3.63,38.44,1016.16,87.38,500.65872270869187
24.16,66.05,1016.45,73.27,455.3802505060372
30.87,67.32,1013.78,34.54,449.5205510815459
18.61,47.83,1006.43,78.89,466.1859063779423
25.89,58.86,1014.16,52.95,456.5225708018794
27.41,74.67,1016.57,80.16,442.1481096083563
14.22,45.08,1023.26,84.41,477.9117777584236
26.65,74.67,1015.73,77.32,447.5704760793794
14.88,42.28,1007.26,71.3,479.9561044407132
10.33,40.6,1015.0,88.62,489.8849018987495
17.01,50.59,1015.8,80.95,474.6221157226226
11.26,40.43,1025.68,74.67,504.4104588934449
30.82,76.2,1007.47,59.3,444.0008838724419
15.41,42.44,1012.6,86.74,484.397467801628
24.4,67.45,1015.63,57.1,446.7617043243623
22.76,49.02,1007.5,88.56,454.7208306679397
37.11,68.94,1006.23,31.15,440.6844395651947
26.61,72.43,1007.71,75.82,437.7274796016243
12.33,45.51,1016.49,79.2,483.4816635356314
32.5,73.68,1014.65,55.72,439.1064361541312
22.68,50.78,1008.83,70.3,458.7592269672008
12.71,43.8,1023.15,71.16,478.00225688168337
27.21,68.12,1012.96,54.69,449.1780660146856
9.34,41.49,1020.58,97.59,484.46464425965326
9.41,34.69,1027.02,78.91,493.17224424427496
32.31,77.95,1010.15,62.17,440.8327672817821
18.76,52.9,1016.27,64.7,470.80364658369336
33.2,73.88,1005.67,48.48,450.4885724202804
17.7,43.69,1016.98,61.98,475.177889965792
13.96,40.83,1009.89,84.86,479.5528749037144
30.03,68.84,1011.41,53.82,452.54994846469714
22.2,59.21,1017.87,73.34,458.77018034470206
21.89,58.05,1011.31,85.71,453.8773452515037
14.66,43.13,1014.97,46.31,479.9355613289608
29.22,60.23,1009.73,61.5,448.032201265756
20.3,44.9,1008.25,64.08,468.80559807811403
8.61,41.04,1024.81,95.6,485.1885312580882
30.71,68.24,1006.15,34.15,440.15768711595865
13.41,45.0,1022.31,76.29,487.2193088811936
20.2,60.1,1010.66,84.24,462.1939746985388
21.08,52.05,1012.28,45.25,465.55601593497835
5.82,41.38,1021.06,86.91,506.4145330357517
28.16,71.94,1007.69,68.17,442.9371698153164
11.82,42.86,1014.12,88.28,489.0245664047022
15.47,43.13,1015.11,50.5,480.4363270455854
25.06,74.33,1014.05,69.02,450.08781885062683
10.18,43.5,1022.84,88.7,488.8624294940237
24.96,60.84,1018.13,59.51,452.2363085675655
8.09,38.5,1012.99,67.31,496.0254623423861
11.64,38.25,1013.33,85.79,483.36282033144926
15.79,49.21,1015.08,75.8,468.20566367364853
11.31,42.02,1001.18,94.86,483.2153011812107
18.62,65.48,1018.45,73.39,463.59863127884455
26.14,61.02,1010.13,66.71,448.2573920879564
30.48,70.04,1010.73,53.7,443.51643349097606
31.33,58.9,1003.77,52.34,451.85534352869087
29.22,72.39,1000.87,77.39,440.9848759267746
18.37,44.89,1010.61,86.74,465.70549898781064
17.45,42.28,1007.64,69.19,477.3289544500012
25.77,62.96,1019.86,58.07,454.8002346669904
13.01,41.49,1019.82,92.86,477.82993884694815
27.76,71.97,1008.53,86.97,445.9254486984842
26.06,58.59,1012.41,55.22,464.376598814852
10.74,43.67,1011.75,80.1,487.970134720494
20.02,67.32,1012.05,76.34,458.06581093038835
31.35,71.32,1005.99,62.35,446.5678835555108
31.18,77.95,1014.89,65.62,445.1917648750997
23.26,59.14,1016.98,76.29,452.97015051770836
23.48,65.12,1015.82,60.83,458.88593728682787
29.0,75.33,1001.6,71.43,444.045988311706
29.2,64.84,1009.94,55.37,454.56777251229653
6.76,39.81,1017.11,87.9,495.60418709575265
